image_id,modality,ground_truth,generated_caption,retrieved_context,bleu_1,bleu_2,bleu_3,bleu_4,meteor,semantic_similarity
ROCOv2_2023_test_000307,XR,Preoperative radiograph,"Based on the context of similar medical images:
- Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
- Panoramic radiograph with mandibular lesion
- Lateral postoperative right foot weight-bearing X-ray.
- Focal right upper lobar opacity on chest X-ray
- Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.
Describe the current image in clinical terms:","1. Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
2. Panoramic radiograph with mandibular lesion
3. Lateral postoperative right foot weight-bearing X-ray.
4. Focal right upper lobar opacity on chest X-ray
5. Measurement of RTA and RTD on AP pelvis radiograph. RTD is the perpendicular distance between Line a and Line b. The angle between the Line b and Line c forms the RTA.",0.0116,0.0037,0.0025,0.0021,0.0481,0.4776
ROCOv2_2023_test_000308,MRI,"MRI of the lumbar spine obtained at the 10-year-old girl’s initial visit revealed Schmorl’s node at L4 and S1, platyspondyly of the lumbar vertebrae, and a lumbar disk herniation at the L5/S1 level","Based on the context of similar medical images:
- Coronal T2 weighted MRI image showing myositis of right iliopsoas muscles (rightward orange arrow) with diffuse marrow hypointensity (downward orange arrow) secondary to lymphomatous infiltration.MRI - Magnetic Resonance Imaging
- MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had been treated with cisplatin and carboplatin for a left-sided metastatic seminoma","1. Coronal T2 weighted MRI image showing myositis of right iliopsoas muscles (rightward orange arrow) with diffuse marrow hypointensity (downward orange arrow) secondary to lymphomatous infiltration.MRI - Magnetic Resonance Imaging
2. MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had an M371 level of relative quantity (RQ) = 1 and is continuously disease-free for 24 months. This figure illustrates that neither the imaging technique (i.e., MRI) nor the size of the residual mass (5 cm in this case) can safely predict the histology of the residual mass.
3. A 40-year-old male presented with a diagnosis of ACP of the left shoulder based on the findings of an MRI for ultrasound-guided corticosteroid injection. A longitudinally orientated image using color Doppler was obtained prior to the injection which demonstrates a focus of capsular calcification adjacent to the anterosuperior glenoid rim and associated capsular/pericapsular hyperemia
4. MRI with contrast (no significant findings)
5. MRI of the brain showing right-sided cerebellar infarct.",0.0776,0.0260,0.0084,0.0048,0.1250,0.3329
ROCOv2_2023_test_000309,MRI,"MRI obtained at the girl’s 30-month follow-up showed no significant changes in Schmorl’s node at L4 and S1, platyspondyly of the lumbar vertebrae, and no significant resorption of the herniated L5/S1 lumbar disc","Based on the context of similar medical images:
- MRI BrainMRI image showing patchy acute infarctions with associated petechial hemorrhage and areas of leptomeningeal enhancement within the left frontal lobe and parietal lobe marked with arrows.
-  Sagittal fat-suppressed proton density-weighted magnetic resonance imaging shows a left transverse patellar fracture (arrow) after the dislocation occurred at physical therapy.
- Axial T2-weighted postmortem MRI of brain in a 23-week fetus demonstrates bilateral intraventricular and periventricular hemorrhage.
-  Magnetic resonance imaging of the chest showing osteomyelitis in the manubrium with associated phlegmonous change and pleural effusion.","1. MRI BrainMRI image showing patchy acute infarctions with associated petechial hemorrhage and areas of leptomeningeal enhancement within the left frontal lobe and parietal lobe marked with arrows.
2.  Sagittal fat-suppressed proton density-weighted magnetic resonance imaging shows a left transverse patellar fracture (arrow) after the dislocation occurred at physical therapy.
3. Axial T2-weighted postmortem MRI of brain in a 23-week fetus demonstrates bilateral intraventricular and periventricular hemorrhage.
4.  Magnetic resonance imaging of the chest showing osteomyelitis in the manubrium with associated phlegmonous change (arrow)
5. Acute Necrotizing Encephalopathy (Local case). (Personal case of APN and JMW): Axial T-2 weighted MRI of a 9-year-old girl with who presented with classical clinical features of ANE and was admitted to the local paediatric intensive care unit. The MRI shows the classical symmetrical involvement of both thalami (with a target appearance) and symmetrical external capsular white matter affected. She had brainstem involvement (not shown) and was treated with intravenous methylprednisolone early. She survived with mild to moderate neurological sequelae. She was the first in her family to be genetically confirmed as positive for a RANBP2 mutation, with two of her cousins having been previously affected. The genetic result assisted with identification of at-risk family members, counseling and subsequent preventative measures including vaccination and early ANE ‘crisis’ management.",0.0990,0.0315,0.0100,0.0057,0.1327,0.2072
ROCOv2_2023_test_000310,MRI,MRI BrainArrows show lesions of the right basal ganglia and right thalamus which could represent subacute lacunar infarcts. MRI (Magnetic resonance imaging),"Based on the context of similar medical images:
- MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had an M371 level of relative quantity (RQ) = 1 and is continuously disease-free for 24 months. This figure illustrates that neither the imaging technique (i.e., MRI) nor the size of the residual mass (5 cm in this case) can be used to predict the prognosis of metastatic seminoma","1. MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had an M371 level of relative quantity (RQ) = 1 and is continuously disease-free for 24 months. This figure illustrates that neither the imaging technique (i.e., MRI) nor the size of the residual mass (5 cm in this case) can safely predict the histology of the residual mass.
2. Coronal T2 weighted MRI image showing myositis of right iliopsoas muscles (rightward orange arrow) with diffuse marrow hypointensity (downward orange arrow) secondary to lymphomatous infiltration.MRI - Magnetic Resonance Imaging
3. MRI of thoracic spine shows abnormal T2 signaling spanning from T2-T8, highly suspicious for an acute spinal cord infarction (focal cord swelling and ""pencil-like"" hyperintensities on T2-weighted images).
4. Acute Necrotizing Encephalopathy (Local case). (Personal case of APN and JMW): Axial T-2 weighted MRI of a 9-year-old girl with who presented with classical clinical features of ANE and was admitted to the local paediatric intensive care unit. The MRI shows the classical symmetrical involvement of both thalami (with a target appearance) and symmetrical external capsular white matter affected. She had brainstem involvement (not shown) and was treated with intravenous methylprednisolone early. She survived with mild to moderate neurological sequelae. She was the first in her family to be genetically confirmed as positive for a RANBP2 mutation, with two of her cousins having been previously affected. The genetic result assisted with identification of at-risk family members, counseling and subsequent preventative measures including vaccination and early ANE ‘crisis’ management.
5. Sagittal MRI images at age of 7 months showing diffuse symmetry abnormal white matter signals of bilateral cerebral hemispheres and cerebellum, and delayed development of brain myelin sheath.",0.0709,0.0237,0.0077,0.0044,0.1420,0.2491
ROCOv2_2023_test_000311,CT,"Axial CT scan of the head shows complete loss of gray-white matter differentiation and complete obliteration of brain sulci and cisterns suggesting diffuse anoxic brain injury CT, computerized tomography","Based on the context of similar medical images:
- Coronary computed tomography (curved MPR). A curved MPR showed a dilated circumflex and calcification at the proximal side of the fistula (arrow).MPR: multiplanar reconstruction, LV: left ventricle.
- Axial CT image of the posterior fossa in bone window setting displays a sprinkled, sand-like calcification within the lesion (arrowhead)
- CT scan showing pathologic fracture in the distal aspect of the third proximal phalanx by tumor with chondroid features and extra-osseous soft tissue extension. CT: computed tomography
- Computed tomography (CT) image of the distal aspect of the third proximal phalanx by tumor with chondroid features and extra-osseous soft tissue extension","1. Coronary computed tomography (curved MPR). A curved MPR showed a dilated circumflex and calcification at the proximal side of the fistula (arrow).MPR: multiplanar reconstruction, LV: left ventricle.
2. Axial CT image of the posterior fossa in bone window setting displays a sprinkled, sand-like calcification within the lesion (arrowhead)
3. CT scan showing pathologic fracture in the distal aspect of the third proximal phalanx by tumor with chondroid features and extra-osseous soft tissue extension. CT: computed tomography
4. Computed tomography scan (axial view) revealed an osteolytic lesion in the right zygomatic bone.
5. Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis",0.0945,0.0474,0.0122,0.0062,0.1637,0.2795
ROCOv2_2023_test_000312,CT,CT abdomen showing the distal pancreatic body and tail are enlarged with blurred contour and peripancreatic fluid collection. A focal hypodense area is found in the pancreatic tail (arrows). Acute pancreatitis with necrosis in the pancreatic tail is suggested.,"Based on the context of similar medical images:
- Computed tomography imaging. Chest computed tomography revealed an isolated anterior mediastinal mass with a maximum diameter measuring 22 mm without invasion to the surrounding tissues
-  Axial plane of CT-PNS image showing, soft tissue density lesion completely occluding right maxillary sinus, extending anteriorly into the right nasal cavity through the widened ostium with mass effect on the nasal septum resulting in deviated nasal septum with convexity toward the left side and atrophy of the corresponding middle turbinate due to compression. The absence of medial wall of the right maxillary sinus with thinning of the medial pterygoid plate on the right side of the maxillary sinus","1. Computed tomography imaging. Chest computed tomography revealed an isolated anterior mediastinal mass with a maximum diameter measuring 22 mm without invasion to the surrounding tissues
2.  Axial plane of CT-PNS image showing, soft tissue density lesion completely occluding right maxillary sinus, extending anteriorly into the right nasal cavity through the widened ostium with mass effect on the nasal septum resulting in deviated nasal septum with convexity toward the left side and atrophy of the corresponding middle turbinate due to compression. The absence of medial wall of the right maxillary sinus with thinning of the medial pterygoid plate on the right side suggestive of bony involvement.PNS - paranasal sinuses
3. CT head axial non-contrast demonstrates right microphthalmia with a soft tissue mass associated with the lens, with a focus of calcification
4. CT transverse imaging seven months prior to presentation. Arrows show the 5.8 x 3.9 x 8.7 cm left perinephric hematoma
5.  Retroperitoneal mass detected on enhanced abdominal computed tomography. The yellow arrow indicates the tumor was closely related to the liver.",0.0924,0.0089,0.0041,0.0028,0.1165,0.1036
ROCOv2_2023_test_000313,UNKNOWN,Hemorrhagic CVA in left frontal lobe,"Based on the context of similar medical images:
- Liver tumor on T2.
- The 2D sonographic image of the fetal chest (horizontal section)Congenital diaphragmatic hernia with herniation of the stomach (S) more than halfway past the mid-line (dotted line). The heart (arrows) was shifted into the right thoracic cavity. The right lung was compressed and shrinking (arrowheads).
- Frog bilateral hips showing bilateral screw failure and progressive slip of the right and left sides.
- Color Doppler of the transverse aortic arch (TAA) in a fetus at 27 + 3 weeks of gestation with severe aortic stenosis demonstrating holoprosencephaly.","1. Liver tumor on T2.
2. The 2D sonographic image of the fetal chest (horizontal section)Congenital diaphragmatic hernia with herniation of the stomach (S) more than halfway past the mid-line (dotted line). The heart (arrows) was shifted into the right thoracic cavity. The right lung was compressed and shrinking (arrowheads).
3. Frog bilateral hips showing bilateral screw failure and progressive slip of the right and left sides.
4. Color Doppler of the transverse aortic arch (TAA) in a fetus at 27 + 3 weeks of gestation with severe aortic stenosis demonstrating holosystolic reversal of flow in the aortic arch.
5.  A bilateral total hip arthroplasty, with a Ti-Por cup on the right and a hydroxyapatite-coated socket on the left. The different surface roughness is evident. Both the cups had good radiographic osseointegration at 3 years.",0.0167,0.0037,0.0023,0.0018,0.0575,0.1430
ROCOv2_2023_test_000314,XR,Chest X-ray with diffuse bilateral reticular infiltrate.,"Based on the context of similar medical images:
- Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
- Panoramic radiograph with mandibular lesion
- Focal right upper lobar opacity on chest X-ray
- Femur x-ray showing the distal displaced femoral fracture (view 2)
- Radiograph of chest at follow-up of 4.5 years.Two defined dense nodules are identified in right and left lower lung (arrows).
Describe the current image in clinical terms:","1. Chest Xray Illustrating Complete Collapse of the Left Lung Lobe
2. Panoramic radiograph with mandibular lesion
3. Focal right upper lobar opacity on chest X-ray
4. Femur x-ray showing the distal displaced femoral fracture (view 2)
5. Radiograph of chest at follow-up of 4.5 years.Two defined dense nodules are identified in right and left lower lung (arrows).",0.0500,0.0252,0.0093,0.0057,0.1316,0.4660
ROCOv2_2023_test_000315,UNKNOWN,"a. The ultrasonography image acquired on the transverse plane reveals cervical extension of the thymus (arrows) located anterior to the cervical trachea (asterisk) in a one-year-old boy. The thymic length was measured on the same plane in mm. Note the typical ‘starry sky’ appearance of normal thymus tissue.Fig. 1b. On the longitudinal plane, the cervically extended thymus tissue (arrows) is just below the thyroid lobe (asterisk).","Based on the context of similar medical images:
- Maintaining the integrity of the femoral isthmus is mandatory; a minimal contact of 2 cm is necessary for primary stability of the stem.
- Limited echocardiogram following tPA therapy showing complete resolution of the intracardiac masst. PA: tissue plasminogen activator
- Sagittal view of left adnexal cyst measuring 10.5 cm × 5.9 cm × 6.2 cm on TVUS.
- Echocardiogram showing clot in the right ventricle (yellow arrowhead)
- Multifocal prostate cancer seen as hypointense lesions on T2-weighted MRI","1. Maintaining the integrity of the femoral isthmus is mandatory; a minimal contact of 2 cm is necessary for primary stability of the stem.
2. Limited echocardiogram following tPA therapy showing complete resolution of the intracardiac masst. PA: tissue plasminogen activator
3. Sagittal view of left adnexal cyst measuring 10.5 cm × 5.9 cm × 6.2 cm on TVUS.
4. Echocardiogram showing clot in the right ventricle (yellow arrowhead)
5. Multifocal prostate cancer seen as hypointense lesions on T2-weighted imaging (star), obscuring the boundaries between peripheral and transition zone, making zonal segmentation challenging.",0.2083,0.0662,0.0167,0.0084,0.1319,0.2233
ROCOv2_2023_test_000316,MRI,"Fetal MRI showing the dilated fetal airway (blue arrow), everted diaphragm (yellow arrow) and ascites (white arrow) typical of fetal CHAOS.","Based on the context of similar medical images:
- A 40-year-old male presented with a diagnosis of ACP of the left shoulder based on the findings of an MRI for ultrasound-guided corticosteroid injection. A longitudinally orientated image using color Doppler was obtained prior to the injection which demonstrates a focus of capsular calcification adjacent to the anterosuperior glenoid rim and associated capsular/pericapsular hyperemia
- MRI of thoracic spine shows abnormal T2 signaling spanning from T2-T8, highly suspicious for an acute spinal cord infarction (focal cord swelling and ""pencil-like"" hyperintensities on T2-weighted images)","1. A 40-year-old male presented with a diagnosis of ACP of the left shoulder based on the findings of an MRI for ultrasound-guided corticosteroid injection. A longitudinally orientated image using color Doppler was obtained prior to the injection which demonstrates a focus of capsular calcification adjacent to the anterosuperior glenoid rim and associated capsular/pericapsular hyperemia
2. MRI of thoracic spine shows abnormal T2 signaling spanning from T2-T8, highly suspicious for an acute spinal cord infarction (focal cord swelling and ""pencil-like"" hyperintensities on T2-weighted images).
3. Hemangioblastoma. Sagittal MRI scan of a patient with Von Hippel-Lindau syndrome. Contrast-enhanced T1 sequence showing an expansile lesion, with intense contrast enhancement, in the posterior region of the cervical spine (arrow) and another hemangioblastoma in the cerebellum (arrowhead).
4.  MRI scan of both thighs, frontal section. The orange circle shows the abscess near the femur and in intramedullary space. The orange arrow indicates the destructive processes taking place in the left femur. Also, the photo shows the longitudinal air inserts in the interfascial space.
5. MRI with contrast (no significant findings)",0.0808,0.0091,0.0044,0.0031,0.1250,0.1833
ROCOv2_2023_test_000317,US,Thyroid ultrasound in Case 2: long axis showing small benign-appearing nodules in the right lobe,"Based on the context of similar medical images:
-  A 69-year-old man presented with obstructive jaundice due to recurrence 18 mo after distal gastrectomy and Roux-en-Y reconstruction for gastric cancer. A recurrent mass with central necrosis (white arrowheads) obstructed the extrahepatic bile duct (black arrow), causing dilatation of intrahepatic bile ducts and gallbladder (white arrows). While endoscopic ultrasound-guided hepaticogastrostomy led to symptomatic relief, the patient died 1 mo later.
- Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the obstruction of the extrahepatic bile duct.","1.  A 69-year-old man presented with obstructive jaundice due to recurrence 18 mo after distal gastrectomy and Roux-en-Y reconstruction for gastric cancer. A recurrent mass with central necrosis (white arrowheads) obstructed the extrahepatic bile duct (black arrow), causing dilatation of intrahepatic bile ducts and gallbladder (white arrows). While endoscopic ultrasound-guided hepaticogastrostomy led to symptomatic relief, the patient died 1 mo later.
2. Operative planning ultrasound prior to ultrasound-guided subcutaneous collection drainage and appendicolith retrieval. The red arrow indicates the hypoechoic collection with some internal echoes overlying to the abdominal wall (green arrow), with internal appendicoliths (white arrows). The collection measured 34 mm deep to the skin.
3. Abdominal ultrasound approximately 5 months post-discharge. Findings were suggestive of resolved splenic abscesses with residual scarring, calcifications, and splenomegaly.
4. Ultrasound image of the left thyroid area during US-FNABAn ultrasound examination during US-FNAB revealed a hypoechoic cystic lesion (red arrow) in the left thyroid. The margins were smooth and well-defined. A few echogenic granules were observed in the capsule. An FNAB was then performed with two needle passes of a 21-gauge needle. A hypoechoic solid lesion (white star) corresponding to the site of the left parathyroid was also identified but not biopsied.US-FNAB - ultrasound-guided fine-needle aspiration biopsy
5. Ultrasound of left kidney showing diffuse increased echogenicity of renal parenchyma consistent with chronic renal disease.",0.0280,0.0051,0.0029,0.0022,0.0797,0.1546
ROCOv2_2023_test_000318,CT,Computed tomography of the abdomen showing perforation of the tumor through muscles of lateral abdominal wall with abscess formation as seen on CT scan.,"Based on the context of similar medical images:
- Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
- Visualization of a left atrial CM in a computed tomography scan with contrast medium.
- Thoracic computed tomography scan revealing obstruction of the right lower bronchus by a contrast-enhanced intraluminal lesion of 2.5 cm in diameter.
- CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
- Chest CT showing an inhomogeneous alteration of the left thyroid lobe, corresponding to the metastatic thyroid involvement from metastatic breast cancer","1. Chest computed tomography scan revealing a 55 × 43-mm exophytic heterogeneously enhancing mass exhibiting some areas of necrosis
2. Visualization of a left atrial CM in a computed tomography scan with contrast medium.
3. Thoracic computed tomography scan revealing obstruction of the right lower bronchus by a contrast-enhanced intraluminal lesion of 2.5 cm in diameter.
4. CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
5. Chest CT showing an inhomogeneous alteration of the left thyroid lobe, corresponding to the metastatic thyroid involvement from the ACC.",0.1346,0.0723,0.0371,0.0150,0.2552,0.4450
ROCOv2_2023_test_000319,CT,"Abdominal CT scan. The image shows fat infiltration around a distended gallbladder that has wall thickening and stones, as well as a subsegmental ground glass opacity in the right lower lobe","Based on the context of similar medical images:
- CT Chest: Right lower lobe pneumatocele with air fluid level. Other findings included bilateral ground glass changes.
- Abdominal contrast-enhanced computed tomography on postoperative day 7. Sagittal image demonstrating improved celiac artery patency
- The PET-CT examination shows accumulation of the metabolic tracer of a diffuse character due to pulmonary thickening, with ground glass. Concomitant further accumulation of the tracer is found in some lymph nodes in the intercavo-aortic area, inter-portocaval and hepatic hilum. Limited to the resolution capacity of the method (4 mm) no further pathological areas are highlighted accumulation of the metabolic tracer of a diffuse character due to pulmonary thickening, with ground glass","1. CT Chest: Right lower lobe pneumatocele with air fluid level. Other findings included bilateral ground glass changes.
2. Abdominal contrast-enhanced computed tomography on postoperative day 7. Sagittal image demonstrating improved celiac artery patency
3. The PET-CT examination shows accumulation of the metabolic tracer of a diffuse character due to pulmonary thickening, with ground glass. Concomitant further accumulation of the tracer is found in some lymph nodes in the intercavo-aortic area, inter-portocaval and hepatic hilum. Limited to the resolution capacity of the method (4 mm) no further pathological areas are highlighted accumulation of the radiopharmaceutical in the remaining areas of the body examined.
4. Low dose lung CT scan without contrast: multiple patches of ground-glass opacities and consolidations are noted diffusely in both lung parenchyma, which is predominantly distributed in peripheral regions with involvement of 70% of parenchyma.
5. Chest CT showing penetration of the lower left lobe that reached the left dorsal chest wall. The yellow arrows show the knife secured with a towel or tape. The black arrows show the knife penetrating to the dorsal muscle layer of the 9th intercostal space. The red arrows show that there is no massive pleural effusion. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.)",0.1429,0.0676,0.0333,0.0132,0.3151,0.3651
ROCOv2_2023_test_000320,CT,CT abdomen showing encapsulated mass arising from 2nd part of duodenum (axial section).,"Based on the context of similar medical images:
- A chest CT showing bilateral ground-glass opacities suggestive of COVID-19.
- Adrenal lymphangioma. Abdomen CT, transverse cross-section.
- Pre-operative CBCT shows a focal cortical defect opening laterally into the adjacent soft tissue and a sclerotic perifocal mandibular ramus.CBCT, cone beam computed tomography
- CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
- Chest Computer Tomography (CT) scan of a patient who had recovered from COVID-19 two months prior to presenting with new onset right-sided chest pain","1. A chest CT showing bilateral ground-glass opacities suggestive of COVID-19.
2. Adrenal lymphangioma. Abdomen CT, transverse cross-section.
3. Pre-operative CBCT shows a focal cortical defect opening laterally into the adjacent soft tissue and a sclerotic perifocal mandibular ramus.CBCT, cone beam computed tomography
4. CT of the abdomen with contrast post-robotic total proctocolectomy with diverting loop ileostomy
5. Chest Computer Tomography (CT) scan of a patient who had recovered from COVID-19 two months prior to presenting with new onset right-sided lower chest pain. Abnormalities on CT scan include a large mass lesion in the postero-basal segment of the right lower lobe with the beginnings of possible cavitation (arrow). A pleural effusion is present at the right lung base. The left lung shows consolidation with ground glass opacities. Fine needle aspiration of the right lower lobe mass yielded Rhizopus microsporus on culture with broad, pauci-septate irregular fungal hyphae seen on standard histopathological stains. [A]—anterior; [P]—posterior.",0.0816,0.0092,0.0044,0.0031,0.1653,0.2597
ROCOv2_2023_test_000321,UNKNOWN,"Hyperintense areas are seen in the pons and both middle cerebellar peduncles (RT >LT) on FLAIR images FLAIR - fluid attenuated inversion recovery, RT - right, LT - left","Based on the context of similar medical images:
- Frog bilateral hips showing bilateral screw failure and progressive slip of the right and left sides.
- Color Doppler of the transverse aortic arch (TAA) in a fetus at 27 + 3 weeks of gestation with severe aortic stenosis demonstrating holosystolic reversal of flow in the aortic arch.
- Subcostal Transversus Abdominis Plane Block.
- Transthoracic echocardiography showed a heterogeneous and irregular mass-like lesion measuring approximately 45×40 mm on the right ventricular free wall. Part of it protruded into the epicardium. LA, left atrium.","1. Frog bilateral hips showing bilateral screw failure and progressive slip of the right and left sides.
2. Color Doppler of the transverse aortic arch (TAA) in a fetus at 27 + 3 weeks of gestation with severe aortic stenosis demonstrating holosystolic reversal of flow in the aortic arch.
3. Subcostal Transversus Abdominis Plane Block.
4. Transthoracic echocardiography showed a heterogeneous and irregular mass-like lesion measuring approximately 45×40 mm on the right ventricular free wall. Part of it protruded into the epicardium. LA, left atrium; LV, left ventricle; RA, right atrium; RV, right ventricle.
5. Post-contrast dorsal T1W image showing the contrast enhancement of the lamina of L2 in the middle of the mass (blue arrow).",0.1262,0.0352,0.0107,0.0059,0.1589,0.1862
ROCOv2_2023_test_000322,MRI,Sagittal FLAIR pre-contrast MRI.The image is showing superior beaking of the tentorium (yellow arrow) as it approaches the scalp lesion (blue arrow).FLAIR: fluid-attenuated inversion recovery,"Based on the context of similar medical images:
- Sagittal MRI images at age of 7 months showing diffuse symmetry abnormal white matter signals of bilateral cerebral hemispheres and cerebellum, and delayed development of brain myelin sheath.
- A 40-year-old male presented with a diagnosis of ACP of the left shoulder based on the findings of an MRI for ultrasound-guided corticosteroid injection. A longitudinally orientated image using color Doppler was obtained prior to the injection which demonstrates a focus of capsular calcification adjacent to the anterosuperior glenoid rim and associated capsular/pericapsular hyperemia
- T1 sagittal magnetic resonance imaging of the brain; T2-weighted magnetic resonance imaging of the brain; T2-weighted magnetic resonance imaging of the brain","1. Sagittal MRI images at age of 7 months showing diffuse symmetry abnormal white matter signals of bilateral cerebral hemispheres and cerebellum, and delayed development of brain myelin sheath.
2. A 40-year-old male presented with a diagnosis of ACP of the left shoulder based on the findings of an MRI for ultrasound-guided corticosteroid injection. A longitudinally orientated image using color Doppler was obtained prior to the injection which demonstrates a focus of capsular calcification adjacent to the anterosuperior glenoid rim and associated capsular/pericapsular hyperemia
3. T1 sagittal magnetic resonance imaging of the brain; a lobulated giant mass that causes narrowing of the right nasal aperture with external pressure, located on the skin, starting from the level of the nasal root and extending to the level of the right nasal aperture
4. MRI of the brain showing right-sided cerebellar infarct.
5. Pre-treatment T1 fat-suppressed post-gadolinium MRI sagittal view showing signal enhancement of the L3/L4 vertebral bodies (red arrowheads).MRI: magnetic resonance imaging",0.0579,0.0220,0.0074,0.0043,0.0875,0.3178
ROCOv2_2023_test_000323,MRI,"Sagittal FLAIR post-contrast MRI.The image is showing lack of enhancement at the level of scalp lesion (blue arrow), indicating a fibrous rather than venous substance, contrasting with sinus pericranii. Beaked tentorium is also shown again (yellow arrow).FLAIR: fluid-attenuated inversion recovery","Based on the context of similar medical images:
- MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had an M371 level of relative quantity (RQ) = 1 and is continuously disease-free for 24 months. This figure illustrates that neither the imaging technique (i.e., MRI) nor the size of the residual mass (5 cm in this case) can be used to predict the prognosis of metastatic seminoma.","1. MRI of a typical residual mass resulting from chemotherapy of left-sided metastatic seminoma: 5 cm para-aortic mass (patient R8 in  Table 1 ). T1-weighted imaging, fat-suppressed mode, coronal section. AA, abdominal aorta; IVC, inferior vena cava; LRV, left renal vein. Arrows denote the residual mass. This patient had an M371 level of relative quantity (RQ) = 1 and is continuously disease-free for 24 months. This figure illustrates that neither the imaging technique (i.e., MRI) nor the size of the residual mass (5 cm in this case) can safely predict the histology of the residual mass.
2.  MRI scan of both thighs, frontal section. The orange circle shows the abscess near the femur and in intramedullary space. The orange arrow indicates the destructive processes taking place in the left femur. Also, the photo shows the longitudinal air inserts in the interfascial space.
3.  Sagittal fat-suppressed proton density-weighted magnetic resonance imaging shows a left transverse patellar fracture (arrow) after the dislocation occurred at physical therapy.
4. MRI with contrast (no significant findings)
5. MRI of thoracic spine shows abnormal T2 signaling spanning from T2-T8, highly suspicious for an acute spinal cord infarction (focal cord swelling and ""pencil-like"" hyperintensities on T2-weighted images).",0.1094,0.0293,0.0088,0.0048,0.1406,0.1858
ROCOv2_2023_test_000324,UNKNOWN,Axial T1 post-contrast of sinus pericranii.The image is showing dilated scalp vein that enhances with contrast (yellow arrow) in stark comparison to APCs. APCs do not enhance due to their fibrous nature.APC: atretic parietal encephaloceles,"Based on the context of similar medical images:
-  A bilateral total hip arthroplasty, with a Ti-Por cup on the right and a hydroxyapatite-coated socket on the left. The different surface roughness is evident. Both the cups had good radiographic osseointegration at 3 years.
- An intracardiac tumor attached to the ventricular septum as observed on four chamber view—LA, left atrium; RA, right atrium; LV, left ventricle; RV, right ventricle.
- The 2D sonographic image of the fetal chest (horizontal section)Congenital diaphragmatic hernia with herniation of the diaphragm.","1.  A bilateral total hip arthroplasty, with a Ti-Por cup on the right and a hydroxyapatite-coated socket on the left. The different surface roughness is evident. Both the cups had good radiographic osseointegration at 3 years.
2. An intracardiac tumor attached to the ventricular septum as observed on four chamber view—LA, left atrium; RA, right atrium; LV, left ventricle; RV, right ventricle.
3. The 2D sonographic image of the fetal chest (horizontal section)Congenital diaphragmatic hernia with herniation of the stomach (S) more than halfway past the mid-line (dotted line). The heart (arrows) was shifted into the right thoracic cavity. The right lung was compressed and shrinking (arrowheads).
4. Fluoroscopic measurement of the medial hinge index (MHI). ‘A’ is defined as a line from the most proximal and lateral point of the humeral shaft to the most medial humeral head articular surface. ‘B’ is defined as a line from the most proximal and lateral point to the most proximal and medial point of the humeral shaft.
5. Quantitative estimation of left ventricle (LV) function using fractional shortening. The upper half of the image displays the placement of M-mode line through the left ventricle in a parasternal short axis view of the heart. The lower half of the image displays the M-mode output. Left ventricle systolic and diastolic diameters are measured to calculate fractional shortening. The scale represents the depth of imaging. LV, Left ventricle.",0.0857,0.0091,0.0043,0.0030,0.0987,0.1618
